Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
FW602_bin_15,HOFBHBDL_00191,157050,158522,+,TIGR02397,3,292,2.80E-101,337.3,0.816901408,"dnaX_nterm: DNA polymerase III, subunit gamma and tau"
FW602_bin_15,HOFBHBDL_00193,158847,159452,+,TIGR00615,2,199,6.50E-72,239.1,0.994897959,recR: recombination protein RecR
FW602_bin_15,HOFBHBDL_00196,160755,162188,+,TIGR00435,1,467,9.30E-142,471.3,0.991416309,cysS: cysteine--tRNA ligase
FW602_bin_15,HOFBHBDL_00211,171087,171572,+,TIGR00621,2,161,1.40E-47,160,0.993975904,ssb: single-stranded DNA-binding protein
FW602_bin_15,HOFBHBDL_00212,171535,171771,+,TIGR00165,17,78,2.00E-23,80.4,0.9,S18: ribosomal protein bS18
FW602_bin_15,HOFBHBDL_00213,171778,173040,+,TIGR00225,89,407,1.20E-95,318.3,0.928358209,prc: C-terminal processing peptidase
FW602_bin_15,HOFBHBDL_00216,174541,174849,-,TIGR00105,1,65,2.00E-24,83.5,0.970588235,L31: ribosomal protein bL31
FW602_bin_15,HOFBHBDL_00219,176252,177142,-,TIGR00442,7,295,5.90E-86,286.9,0.763546798,hisS: histidine--tRNA ligase
FW602_bin_15,HOFBHBDL_00223,179231,180550,+,TIGR00665,9,432,5.90E-158,524.2,0.990804598,DnaB: replicative DNA helicase
FW602_bin_15,HOFBHBDL_00226,181711,182274,+,TIGR00038,4,185,1.40E-64,215.1,0.989130435,efp: translation elongation factor P
FW602_bin_15,HOFBHBDL_00230,183837,184544,+,TIGR00005,5,233,3.80E-63,211.5,0.751677852,"rluA_subfam: pseudouridine synthase, RluA family"
FW602_bin_15,HOFBHBDL_00233,186280,187011,+,TIGR01033,1,235,3.10E-82,273.9,0.995798319,"TIGR01033: DNA-binding regulatory protein, YebC/PmpR family"
FW602_bin_15,HOFBHBDL_00238,191006,192655,-,TIGR00456,2,549,5.00E-128,425.9,0.994727592,argS: arginine--tRNA ligase
FW602_bin_15,HOFBHBDL_00247,203423,203989,-,TIGR01076,65,186,1.90E-13,48.4,0.911764706,sortase_fam: sortase
FW602_bin_15,HOFBHBDL_00259,211006,212826,-,TIGR01394,3,595,1.00E-252,837.6,0.998316498,TypA_BipA: GTP-binding protein TypA/BipA
FW602_bin_15,HOFBHBDL_00269,222204,223259,+,TIGR01420,3,344,4.10E-134,445.1,0.997084548,pilT_fam: twitching motility protein
FW602_bin_15,HOFBHBDL_00275,230228,230815,+,TIGR02532,7,29,1.80E-06,25.6,0.958333333,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00277,231621,232025,+,TIGR02532,7,29,3.20E-06,24.8,0.958333333,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00279,232648,233175,+,TIGR02532,7,29,4.50E-09,33.8,0.958333333,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00280,233185,233691,+,TIGR02532,14,37,3.10E-10,37.5,1,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00281,233688,234140,+,TIGR02532,2,25,7.30E-09,33.1,1,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00282,234137,234577,+,TIGR02532,7,26,1.10E-05,23.1,0.833333333,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00283,234574,235050,+,TIGR02532,6,27,4.40E-04,18,0.916666667,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00285,235499,235993,+,TIGR02532,9,27,2.00E-05,22.2,0.791666667,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
FW602_bin_15,HOFBHBDL_00287,236957,237976,+,TIGR01175,2,336,2.40E-57,192.5,0.982758621,pilM: type IV pilus assembly protein PilM
FW602_bin_15,HOFBHBDL_00291,239437,239655,-,TIGR00002,2,71,6.00E-22,75.4,0.923076923,S16: ribosomal protein bS16
FW602_bin_15,HOFBHBDL_00292,239664,240323,-,TIGR02191,3,215,5.60E-75,249.6,0.97260274,RNaseIII: ribonuclease III
FW602_bin_15,HOFBHBDL_00293,240326,240667,-,TIGR01951,25,103,1.50E-26,91.2,0.610687023,nusB: transcription antitermination factor NusB
FW602_bin_15,HOFBHBDL_00294,240664,240825,-,TIGR01031,4,53,1.30E-13,49,0.875,rpmF_bact: ribosomal protein bL32
FW602_bin_15,HOFBHBDL_00295,240828,242828,-,TIGR00643,27,646,1.30E-202,672.8,0.990461049,recG: ATP-dependent DNA helicase RecG
FW602_bin_15,HOFBHBDL_00297,242957,244111,-,TIGR00234,4,384,7.10E-100,332.9,0.980295567,tyrS: tyrosine--tRNA ligase
FW602_bin_15,HOFBHBDL_00300,245967,248525,+,TIGR02074,91,631,2.10E-160,533,0.994392523,"PBP_1a_fam: penicillin-binding protein, 1A family"
FW602_bin_15,HOFBHBDL_00301,248515,250467,-,TIGR00472,45,648,5.20E-123,409.9,0.799498747,"pheT_bact: phenylalanine--tRNA ligase, beta subunit"
FW602_bin_15,HOFBHBDL_00302,250499,251524,-,TIGR00468,39,341,1.50E-74,249.1,0.990740741,"pheS: phenylalanine--tRNA ligase, alpha subunit"
FW602_bin_15,HOFBHBDL_00304,252318,252656,-,TIGR01032,1,112,9.60E-37,123.7,1,rplT_bact: ribosomal protein bL20
FW602_bin_15,HOFBHBDL_00306,252855,253415,-,TIGR00168,10,174,1.90E-44,149.2,1,infC: translation initiation factor IF-3
FW602_bin_15,HOFBHBDL_00307,253446,254705,-,TIGR00418,5,412,6.10E-148,492.1,0.715044248,thrS: threonine--tRNA ligase
FW602_bin_15,HOFBHBDL_00342,272277,273341,-,TIGR00231,63,154,5.50E-15,53.5,0.579268293,small_GTP: small GTP-binding protein domain
FW602_bin_15,HOFBHBDL_00346,275365,277044,+,TIGR00337,1,461,5.90E-162,537.9,0.853612167,PyrG: CTP synthase
FW602_bin_15,HOFBHBDL_00363,288142,288348,-,TIGR00810,1,64,4.70E-11,40.6,0.931506849,"secG: preprotein translocase, SecG subunit"
FW602_bin_15,HOFBHBDL_00367,291896,294922,-,TIGR00630,28,988,0,1334.8,0.998917749,uvra: excinuclease ABC subunit A
FW602_bin_15,HOFBHBDL_00369,295463,297478,-,TIGR00631,3,668,3.50E-285,945.3,0.998480243,uvrb: excinuclease ABC subunit B
FW602_bin_15,HOFBHBDL_00372,298294,298920,+,TIGR00498,7,205,4.00E-58,194.3,0.965517241,lexA: repressor LexA
FW602_bin_15,HOFBHBDL_00374,299590,301272,-,TIGR01307,10,284,3.10E-102,340.6,0.541666667,"pgm_bpd_ind: phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
FW602_bin_15,HOFBHBDL_00375,301269,302540,-,TIGR01060,4,420,1.40E-149,496.3,0.969411765,eno: phosphopyruvate hydratase
FW602_bin_15,HOFBHBDL_00376,302576,304855,-,TIGR01418,9,754,3.60E-258,856.9,0.996173469,PEP_synth: phosphoenolpyruvate synthase
FW602_bin_15,HOFBHBDL_00382,308819,309319,-,TIGR00228,3,158,3.40E-31,106.2,0.948717949,ruvC: crossover junction endodeoxyribonuclease RuvC
FW602_bin_15,HOFBHBDL_00383,309374,309901,+,TIGR02937,14,169,4.20E-25,86.2,0.975757576,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"
FW602_bin_15,HOFBHBDL_00384,309890,310240,-,TIGR01024,5,102,6.20E-32,108.1,0.833333333,rplS_bact: ribosomal protein bL19
FW602_bin_15,HOFBHBDL_00385,310246,313758,-,TIGR00594,5,1048,0,1156.7,1,"polc: DNA polymerase III, alpha subunit"
FW602_bin_15,HOFBHBDL_00386,313777,315093,-,TIGR00133,1,351,4.20E-125,415.9,0.744282744,"gatB: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit"
FW602_bin_15,HOFBHBDL_00388,316345,317763,-,TIGR00132,17,463,3.70E-157,521.8,0.991416309,"gatA: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit"
FW602_bin_15,HOFBHBDL_00389,317760,318065,-,TIGR00135,6,98,1.60E-24,84,0.978494624,"gatC: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit"
FW602_bin_15,HOFBHBDL_00396,322698,323171,-,TIGR01509,16,141,8.10E-16,56.5,0.785714286,"HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3"
FW602_bin_15,HOFBHBDL_00441,357748,358314,+,TIGR02227,14,173,1.10E-46,156.6,0.981481481,sigpep_I_bact: signal peptidase I
FW602_bin_15,HOFBHBDL_00442,358311,359144,-,TIGR00180,1,180,2.30E-52,175.4,0.994623656,parB_part: ParB/RepB/Spo0J family partition protein
FW602_bin_15,HOFBHBDL_00444,359466,359771,-,TIGR00061,3,100,2.20E-23,80.5,0.99009901,L21: ribosomal protein bL21
FW602_bin_15,HOFBHBDL_00446,360817,363609,-,TIGR00392,12,828,7.40E-219,727,0.987224158,ileS: isoleucine--tRNA ligase
FW602_bin_15,HOFBHBDL_00448,363735,364904,-,TIGR00065,10,322,9.40E-124,411.2,0.892351275,ftsZ: cell division protein FtsZ
FW602_bin_15,HOFBHBDL_00449,364951,366228,-,TIGR01174,7,384,1.50E-115,384.2,0.997304582,ftsA: cell division protein FtsA
FW602_bin_15,HOFBHBDL_00452,368067,369218,-,TIGR02614,25,371,5.80E-105,349.2,0.99719888,ftsW: cell division protein FtsW
FW602_bin_15,HOFBHBDL_00458,374430,375482,+,TIGR01205,2,344,2.60E-74,248,0.993710692,D_ala_D_alaTIGR: D-alanine--D-alanine ligase
FW602_bin_15,HOFBHBDL_00463,377960,378748,-,TIGR00067,7,250,1.40E-68,229,0.992031873,glut_race: glutamate racemase
FW602_bin_15,HOFBHBDL_00465,379444,382221,-,TIGR01087,482,920,3.20E-113,377,0.997732426,murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase
FW602_bin_15,HOFBHBDL_00466,382224,383249,-,TIGR00179,13,339,3.40E-70,234.5,0.986206897,murB: UDP-N-acetylenolpyruvoylglucosamine reductase
FW602_bin_15,HOFBHBDL_00467,383246,384631,-,TIGR01082,1,455,5.60E-108,359.8,0.988864143,murC: UDP-N-acetylmuramate--L-alanine ligase
FW602_bin_15,HOFBHBDL_00471,387974,388885,-,TIGR00006,10,302,3.20E-68,228.4,0.983870968,TIGR00006: 16S rRNA (cytosine(1402)-N(4))-methyltransferase
FW602_bin_15,HOFBHBDL_00475,390387,391679,-,TIGR00389,7,224,4.50E-78,261.1,0.415929204,glyS_dimeric: glycine--tRNA ligase
FW602_bin_15,HOFBHBDL_00477,392776,393321,-,TIGR00613,8,150,1.90E-32,110.6,0.59832636,reco: DNA repair protein RecO
FW602_bin_15,HOFBHBDL_00497,410172,413171,-,TIGR00348,13,663,1.80E-178,593.1,0.988130564,"hsdR: type I site-specific deoxyribonuclease, HsdR family"
FW602_bin_15,HOFBHBDL_00590,526407,527051,+,TIGR00088,1,212,1.10E-78,261.7,0.905579399,trmD: tRNA (guanine(37)-N(1))-methyltransferase
FW602_bin_15,HOFBHBDL_00594,528621,529628,-,TIGR01181,3,321,1.10E-139,462.9,1,"dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase"
FW602_bin_15,HOFBHBDL_00595,529625,530482,-,TIGR01207,2,284,1.30E-136,452.3,0.993006993,rmlA: glucose-1-phosphate thymidylyltransferase
FW602_bin_15,HOFBHBDL_00599,532211,532519,-,TIGR03725,3,85,6.00E-22,76.6,0.41509434,T6A_YeaZ: tRNA threonylcarbamoyl adenosine modification protein YeaZ
FW602_bin_15,HOFBHBDL_00600,532519,533508,-,TIGR01179,4,326,2.20E-121,402.7,0.996987952,galE: UDP-glucose 4-epimerase GalE
FW602_bin_15,HOFBHBDL_00601,533501,533869,-,TIGR00150,2,121,2.30E-30,103.2,0.888888889,T6A_YjeE: tRNA threonylcarbamoyl adenosine modification protein YjeE
FW602_bin_15,HOFBHBDL_00606,537075,537746,-,TIGR02673,7,219,1.50E-80,267.8,1,FtsE: cell division ATP-binding protein FtsE
FW602_bin_15,HOFBHBDL_00608,538290,539369,-,TIGR00020,2,357,7.80E-131,434.3,0.98630137,prfB: peptide chain release factor 2
FW602_bin_15,HOFBHBDL_00616,544021,544632,-,TIGR01509,139,186,1.00E-07,30.2,0.311688312,"HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3"
FW602_bin_15,HOFBHBDL_00617,544635,547310,-,TIGR00963,26,807,0,1040.6,1,"secA: preprotein translocase, SecA subunit"
FW602_bin_15,HOFBHBDL_00619,547615,548889,-,TIGR00414,1,418,7.90E-119,395.3,1,serS: serine--tRNA ligase
FW602_bin_15,HOFBHBDL_00622,549763,551232,-,TIGR00499,12,487,1.60E-144,480.2,0.993951613,lysS_bact: lysine--tRNA ligase
FW602_bin_15,HOFBHBDL_00623,551285,551755,-,TIGR01462,7,156,1.00E-43,147,0.993377483,greA: transcription elongation factor GreA
FW602_bin_15,HOFBHBDL_00629,555058,557463,-,TIGR00763,12,780,6.20E-272,902.6,0.998742138,lon: endopeptidase La
FW602_bin_15,HOFBHBDL_00633,558937,559560,-,TIGR00431,1,202,3.60E-62,207.7,0.942857143,TruB: tRNA pseudouridine(55) synthase
FW602_bin_15,HOFBHBDL_00635,560241,560627,-,TIGR00357,3,127,1.80E-50,168.4,0.932835821,TIGR00357: methionine-R-sulfoxide reductase
FW602_bin_15,HOFBHBDL_00641,563461,565596,-,TIGR01511,143,706,1.80E-184,612.6,0.998154982,ATPase-IB1_Cu: copper-translocating P-type ATPase
FW602_bin_15,HOFBHBDL_00648,568713,569810,+,TIGR02227,89,245,2.50E-42,142.5,0.975308642,sigpep_I_bact: signal peptidase I
FW602_bin_15,HOFBHBDL_00651,571194,571772,+,TIGR01203,28,187,3.90E-52,174.3,0.952095808,HGPRTase: hypoxanthine phosphoribosyltransferase
FW602_bin_15,HOFBHBDL_00654,573053,574396,-,TIGR00464,2,440,2.80E-121,403.6,0.987234043,gltX_bact: glutamate--tRNA ligase
FW602_bin_15,HOFBHBDL_00659,578180,579655,-,TIGR00691,27,490,4.80E-176,585,0.655021834,spoT_relA: RelA/SpoT family protein
FW602_bin_15,HOFBHBDL_00660,579707,581335,-,TIGR00644,16,538,6.70E-143,474.8,0.996336996,recJ: single-stranded-DNA-specific exonuclease RecJ
FW602_bin_15,HOFBHBDL_00667,586467,586910,-,TIGR00256,1,146,4.40E-51,171.2,0.98630137,TIGR00256: D-tyrosyl-tRNA(Tyr) deacylase
FW602_bin_15,HOFBHBDL_00669,588242,589159,-,TIGR00174,5,282,1.10E-59,200,0.993055556,miaA: tRNA dimethylallyltransferase
FW602_bin_15,HOFBHBDL_00675,592360,593517,-,TIGR03319,4,381,5.50E-138,458.6,0.739299611,RNase_Y: ribonuclease Y
FW602_bin_15,HOFBHBDL_00678,594611,595690,-,TIGR02012,20,340,1.40E-160,531.8,0.996884735,tigrfam_recA: protein RecA
FW602_bin_15,HOFBHBDL_00685,599261,599665,-,TIGR01066,7,123,1.40E-41,139.5,0.829787234,rplM_bact: ribosomal protein uL13
FW602_bin_15,HOFBHBDL_00686,599662,600147,-,TIGR00059,8,118,5.00E-26,89.2,0.982142857,L17: ribosomal protein bL17
FW602_bin_15,HOFBHBDL_00687,600166,601077,-,TIGR02027,16,301,6.00E-87,289.5,0.989932886,"rpoA: DNA-directed RNA polymerase, alpha subunit"
FW602_bin_15,HOFBHBDL_00688,601106,601708,-,TIGR01017,3,200,1.10E-65,219.1,1,rpsD_bact: ribosomal protein uS4
FW602_bin_15,HOFBHBDL_00689,601711,602073,-,TIGR03632,2,117,1.10E-48,162.5,0.982905983,uS11_bact: ribosomal protein uS11
FW602_bin_15,HOFBHBDL_00691,602593,602814,-,TIGR00008,6,70,1.90E-25,86.6,0.942028986,infA: translation initiation factor IF-1
FW602_bin_15,HOFBHBDL_00692,602816,603568,-,TIGR00500,4,250,9.50E-68,226.3,0.991902834,"met_pdase_I: methionine aminopeptidase, type I"
FW602_bin_15,HOFBHBDL_00695,604543,605832,-,TIGR00967,19,421,2.60E-122,406.6,0.997584541,"3a0501s007: preprotein translocase, SecY subunit"
FW602_bin_15,HOFBHBDL_00696,605842,606279,-,TIGR01071,5,144,1.30E-22,78.1,0.944444444,rplO_bact: ribosomal protein uL15
FW602_bin_15,HOFBHBDL_00697,606276,606767,-,TIGR01021,16,158,1.80E-52,175.2,0.916666667,rpsE_bact: ribosomal protein uS5
FW602_bin_15,HOFBHBDL_00698,606771,607079,-,TIGR00060,3,102,1.30E-33,113.8,0.99122807,L18_bact: ribosomal protein uL18
FW602_bin_15,HOFBHBDL_00699,607093,607638,-,TIGR03654,3,175,1.70E-60,201.7,0.994285714,L6_bact: ribosomal protein uL6
FW602_bin_15,HOFBHBDL_00703,608791,609102,-,TIGR01079,2,103,4.60E-28,95.7,0.990384615,rplX_bact: ribosomal protein uL24
FW602_bin_15,HOFBHBDL_00704,609109,609474,-,TIGR01067,1,121,3.70E-38,128.1,1,rplN_bact: ribosomal protein uL14
FW602_bin_15,HOFBHBDL_00706,609698,609901,-,TIGR00012,11,58,9.30E-06,23.6,0.857142857,L29: ribosomal protein uL29
FW602_bin_15,HOFBHBDL_00707,609913,610323,-,TIGR01164,2,126,1.10E-46,156,0.992063492,rplP_bact: ribosomal protein uL16
FW602_bin_15,HOFBHBDL_00708,610326,610976,-,TIGR01009,1,215,6.00E-62,207.1,0.976415094,rpsC_bact: ribosomal protein uS3
FW602_bin_15,HOFBHBDL_00709,610979,611416,-,TIGR01044,5,105,1.70E-24,84,0.990291262,rplV_bact: ribosomal protein uL22
FW602_bin_15,HOFBHBDL_00710,611432,611713,-,TIGR01050,1,88,1.40E-34,116.3,0.967391304,rpsS_bact: ribosomal protein uS19
FW602_bin_15,HOFBHBDL_00711,611713,612462,-,TIGR01171,3,244,2.40E-99,330.1,0.887272727,rplB_bact: ribosomal protein uL2
FW602_bin_15,HOFBHBDL_00714,613386,614156,-,TIGR03625,5,200,1.20E-58,196.3,0.995049505,L3_bact: 50S ribosomal protein uL3
FW602_bin_15,HOFBHBDL_00716,614838,615146,-,TIGR01049,5,102,3.30E-34,115.1,0.98989899,rpsJ_bact: ribosomal protein uS10
FW602_bin_15,HOFBHBDL_00717,615190,616392,-,TIGR00485,6,399,7.00E-215,711.1,0.994923858,EF-Tu: translation elongation factor Tu
FW602_bin_15,HOFBHBDL_00720,618314,620473,-,TIGR00484,19,714,1.10E-298,990.1,0.994211288,EF-G: translation elongation factor G
FW602_bin_15,HOFBHBDL_00721,620518,620997,-,TIGR01029,3,159,5.00E-59,196.6,1,rpsG_bact: ribosomal protein uS7
FW602_bin_15,HOFBHBDL_00722,621006,621458,-,TIGR00981,1,135,1.50E-54,181.1,0.975806452,rpsL_bact: ribosomal protein uS12
FW602_bin_15,HOFBHBDL_00723,621469,625179,-,TIGR02386,18,1233,0,1499.9,0.992153444,"rpoC_TIGR: DNA-directed RNA polymerase, beta' subunit"
FW602_bin_15,HOFBHBDL_00726,629011,630039,-,TIGR00247,20,342,1.30E-63,213.1,0.951008646,"TIGR00247: conserved hypothetical protein, YceG family"
FW602_bin_15,HOFBHBDL_00728,630225,630614,-,TIGR00250,4,125,6.10E-20,69.6,1,RNAse_H_YqgF: putative transcription antitermination factor YqgF
FW602_bin_15,HOFBHBDL_00729,630595,631296,-,TIGR01076,90,223,1.40E-15,55.3,0.948529412,sortase_fam: sortase
FW602_bin_15,HOFBHBDL_00735,638222,639871,-,TIGR00649,3,546,5.60E-143,475.1,0.998168498,"MG423: beta-CASP ribonuclease, RNase J family"
FW602_bin_15,HOFBHBDL_00736,639874,640476,-,TIGR00758,21,187,5.90E-56,186.8,0.971098266,"UDG_fam4: uracil-DNA glycosylase, family 4"
FW602_bin_15,HOFBHBDL_00739,641977,644412,-,TIGR03591,11,689,7.20E-269,891.9,0.995645864,polynuc_phos: polyribonucleotide nucleotidyltransferase
FW602_bin_15,HOFBHBDL_00740,644439,644708,-,TIGR00952,5,89,1.10E-34,116.6,0.988372093,S15_bact: ribosomal protein uS15
FW602_bin_15,HOFBHBDL_00742,645666,647066,-,TIGR00231,10,166,6.40E-30,102.1,0.963414634,small_GTP: small GTP-binding protein domain
FW602_bin_15,HOFBHBDL_00743,647113,648213,-,TIGR01953,76,319,9.20E-92,305.6,0.717647059,NusA: transcription termination factor NusA
FW602_bin_15,HOFBHBDL_00747,650643,652535,-,TIGR02350,3,596,4.30E-275,911.7,0.998322148,prok_dnaK: chaperone protein DnaK
